
A genome-wide association study implicates diacylglycerol kinase eta (DGKH) and several other genes in the etiology of bipolar disorder||http://www.nature.com/mp/journal/v13/n2/abs/4002012a.html||2008||599||16||6861397412657220882||None||http://scholar.google.com/scholar?cites=6861397412657220882&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=6861397412657220882&hl=en&as_sdt=0,5||None||Abstract The genetic basis of bipolar disorder has long been thought to be complex, with the potential involvement of multiple genes, but methods to analyze populations with respect to this complexity have only recently become available. We have carried out a genome-wide association study of bipolar disorder by genotyping over 550 000 single-nucleotide polymorphisms (SNPs) in two independent case-control samples of European origin. The  ...||AE Baum, N Akula, M Cabanero, I Cardona… - Molecular  …

PDLIM5 and susceptibility to bipolar disorder: a family-based association study and meta-analysis||http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2572255/||2008||11||9||161121979903398450||None||http://scholar.google.com/scholar?cites=161121979903398450&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=161121979903398450&hl=en&as_sdt=0,5||None||Objectives The postsynaptic density-95/discs large/zone occludens-1 (PDZ) domain and LIM (Lin-11, Isl-1, and Mec-3) domain 5 (PDLIM5) gene has been analyzed as a candidate gene for both schizophrenia (SZ) and bipolar disorder (BP) in Japanese samples. We performed a family-based association study to test the hypothesis that variants in PDLIM5 increase susceptibility to BP in European Americans and a meta-analysis to clarify whether there is  ...||J Shi, JA Badner, C Liu - Psychiatric genetics

Neurotransmission and bipolar disorder: A systematic family‐based association study||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30769/full||2008||18||9||12510050240634816436||None||http://scholar.google.com/scholar?cites=12510050240634816436&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=12510050240634816436&hl=en&as_sdt=0,5||None||Abstract Neurotransmission pathways/systems have been proposed to be involved in the pathophysiology and treatment of bipolar disorder for over 40 years. In order to test the hypothesis that common variants of genes in one or more of five neurotransmission systems confer risk for bipolar disorder, we analyzed 1,005 tag single nucleotide polymorphisms in 90 genes from dopaminergic, serotonergic, noradrenergic, GABAergic, and glutamatergic  ...||J Shi, JA Badner, E Hattori, JB Potash… - American Journal of  …

Clock genes may influence bipolar disorder susceptibility and dysfunctional circadian rhythm||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30714/full||2008||158||9||16497354896970692414||None||http://scholar.google.com/scholar?cites=16497354896970692414&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=16497354896970692414&hl=en&as_sdt=0,5||None||Abstract Several previous studies suggest that dysfunction of circadian rhythms may increase susceptibility to bipolar disorder (BP). We conducted an association study of five circadian genes (CRY2, PER1-3, and TIMELESS) in a family collection of 36 trios and 79 quads (Sample I), and 10 circadian genes (ARNTL, ARNTL2, BHLHB2, BHLHB3, CLOCK, CRY1, CSNK1D, CSNK1E, DBP, and NR1D1) in an extended family collection of 70 trios  ...||J Shi, JK Wittke‐Thompson, JA Badner… - American Journal of  …

No evidence for association between 19 cholinergic genes and bipolar disorder||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30417/full||2007||24||9||3598069389707600099||None||http://scholar.google.com/scholar?cites=3598069389707600099&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=3598069389707600099&hl=en&as_sdt=0,5||None||Abstract Cholinergic dysfunction has been proposed for the pathogenesis of bipolar disorder (BD), and we have therefore performed a systematic association study of cholinergic system genes in BD (including schizoaffective disorder bipolar type). We genotyped 93 single nucleotide polymorphisms (SNPs) in 19 genes (CHAT, CHRM1-5, CHRNA1-7, CHRNA9, CHRNA10, and CHRNB1-4) in two series of samples: the National Institute of Mental  ...||J Shi, E Hattori, H Zou, JA Badner… - American Journal of  …

Molecular genetics of schizophrenia: a critical review.||http://psycnet.apa.org/psycinfo/2004-11622-002||2003||69||14||12472161259457211950||None||http://scholar.google.com/scholar?cites=12472161259457211950&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=12472161259457211950&hl=en&as_sdt=0,5||None||Abstract 1. We present an overview of current progress and future directions in the molecular genetics of schizophrenia. We review linkage studies, involving the genome-wide scan of chromosomes with closely spaced polymorphic markers, and association studies of candidate genes, identified on the basis of receptors, neurotransmitters and response to certain drugs. The limitations of the research methodology involved in analyzing such a  ...||N Berry, V Jobanputra, H Pal - Journal of psychiatry & neuroscience

Further evidence of a maternal parent‐of‐origin effect on chromosome 10 in late‐onset Alzheimer's disease||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30350/full||2006||31||9||9531980178357099609||None||http://scholar.google.com/scholar?cites=9531980178357099609&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=9531980178357099609&hl=en&as_sdt=0,5||None||Abstract The chromosome 10q region has recently received a great deal of attention in late-onset Alzheimer's disease (LOAD), given the growing evidence of linkage to LOAD, or to A-beta levels, reported by several groups. In a recent paper we reported evidence of linkage in this region in our subset of the NIMH AD genetics initiative pedigrees, approaching genome-wide significance (non-parametric LOD score= 3.27), when only families with maternal  ...||SS Bassett, D Avramopoulos, RT Perry… - American Journal of  …

Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci||http://www.nature.com/ng/journal/v40/n12/abs/ng.249.html||2008||359||16||18240939039157502478||None||http://scholar.google.com/scholar?cites=18240939039157502478&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=18240939039157502478&hl=en&as_sdt=0,5||None||Abstract We carried out a meta-analysis of data from three genome-wide association (GWA) studies of type 1 diabetes (T1D), testing 305,090 SNPs in 3,561 T1D cases and 4,646 controls of European ancestry. We obtained further support for 4q27 (IL2-IL21, P= 1.9 times 10-8) and, after genotyping an additional 6,225 cases, 6,946 controls and 2,828 families, convincing evidence for four previously unknown and distinct risk loci in chromosome  ...||JD Cooper, DJ Smyth, AM Smiles, V Plagnol… - Nature  …

Association and mutation analyses of 16p11. 2 autism candidate genes||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0004582||2009||70||21||3404611642944671901||None||http://scholar.google.com/scholar?cites=3404611642944671901&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=3404611642944671901&hl=en&as_sdt=0,5||None||Background Autism is a complex childhood neurodevelopmental disorder with a strong genetic basis. Microdeletion or duplication of a∼ 500–700-kb genomic rearrangement on 16p11. 2 that contains 24 genes represents the second most frequent chromosomal disorder associated with autism. The role of common and rare 16p11. 2 sequence variants in autism etiology is unknown.||RA Kumar, CR Marshall, JA Badner, TD Babatz… - PloS one

Suggestive evidence for association of the circadian genes PERIOD3 and ARNTL with bipolar disorder||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30252/full||2006||236||14||8838679081121525917||None||http://scholar.google.com/scholar?cites=8838679081121525917&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=8838679081121525917&hl=en&as_sdt=0,5||None||Abstract Bipolar affective disorder (BPAD) is suspected to arise in part from malfunctions of the circadian system, a system that enables adaptation to a daily and seasonally cycling environment. Genetic variations altering functions of genes involved with the input to the circadian clock, in the molecular feedback loops constituting the circadian oscillatory mechanism itself, or in the regulatory output systems could influence BPAD as a result.  ...||CM Nievergelt, DF Kripke, TB Barrett… - American Journal of  …

Evidence of association between brain-derived neurotrophic factor (BDNF) gene and bipolar disorder||http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2653694/||2008||49||9||14572368117555062984||None||http://scholar.google.com/scholar?cites=14572368117555062984&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=14572368117555062984&hl=en&as_sdt=0,5||None||Objective Brain-derived neurotrophic factor (BDNF) plays an important role in the survival, differentiation, and outgrowth of select peripheral and central neurons throughout adulthood. There is growing evidence suggesting that BDNF is involved in the pathophysiology of mood disorders. Methods Ten SNPs across the BDNF gene were genotyped in a sample of 1,749 Caucasian Americans from 250 multiplex bipolar families. Family-based association  ...||L Liu, T Foroud, X Xuei, W Berrettini, W Byerley… - Psychiatric  …

Abnormal auditory N100 amplitude: a heritable endophenotype in first-degree relatives of schizophrenia probands||http://www.sciencedirect.com/science/article/pii/S0006322308007865||2008||82||12||17861893591351325312||None||http://scholar.google.com/scholar?cites=17861893591351325312&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=17861893591351325312&hl=en&as_sdt=0,5||None||BACKGROUND: N100 evoked potential amplitude and gating abnormalities have been widely observed in schizophrenia patients. However, previous studies have been inconclusive as to whether similar deficits are present in unaffected family members. The Consortium on the Genetics of Schizophrenia (COGS) is a multisite National Institute of Mental Health (NIMH) initiative examining neurocognitive and neurophysiological  ...||BI Turetsky, TA Greenwood, A Olincy, AD Radant… - Biological  …

A genomic scan for age at onset of Alzheimer's disease in 437 families from the NIMH Genetic Initiative||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.30689/full||2008||15||10||7606036403487709691||None||http://scholar.google.com/scholar?cites=7606036403487709691&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=7606036403487709691&hl=en&as_sdt=0,5||None||Abstract We performed linkage analysis for age at onset (AAO) in the total Alzheimer's disease (AD) NIMH sample (N= 437 families). Families were subset as late-onset (320 families, AAO≥ 65) and early/mixed (117 families, at least 1 member with 50< AAO< 65). Treating AAO as a censored trait, we obtained the gender and APOE adjusted residuals in a parametric survival model and analyzed the residuals as the quantitative trait (QT) in  ...||MR Dickson, J Li, HW Wiener, RT Perry… - American Journal of  …

Circadian polymorphisms associated with affective disorders||http://scholar.google.com/https://jcircadianrhythms.biomedcentral.com/articles/10.1186/1740-3391-7-2||2009||153||19||3758522239696050962||None||http://scholar.google.com/scholar?cites=3758522239696050962&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=3758522239696050962&hl=en&as_sdt=0,5||None||Background Clinical symptoms of affective disorders, their response to light treatment, and sensitivity to other circadian interventions indicate that the circadian system has a role in mood disorders. Possibly the mechanisms involve circadian seasonal and photoperiodic mechanisms. Since genetic susceptibilities contribute a strong component to affective disorders, we explored whether circadian gene polymorphisms were associated with  ...||DF Kripke, CM Nievergelt… - Journal of  …

Genome-wide association analysis reveals putative Alzheimer's disease susceptibility loci in addition to APOE||http://www.sciencedirect.com/science/article/pii/S0002929708005430||2008||293||16||7065436295024863737||None||http://scholar.google.com/scholar?cites=7065436295024863737&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=7065436295024863737&hl=en&as_sdt=0,5||None||Alzheimer's disease (AD) is a genetically complex and heterogeneous disorder. To date four genes have been established to either cause early-onset autosomal-dominant AD (APP, PSEN1, and PSEN21–4) or to increase susceptibility for late-onset AD (APOE5). However, the heritability of late-onset AD is as high as 80%, 6 and much of the phenotypic variance remains unexplained to date. We performed a genome-wide association (GWA) analysis  ...||L Bertram, C Lange, K Mullin, M Parkinson… - The American Journal of …

Genome-wide association and meta-analysis of bipolar disorder in individuals of European ancestry||http://www.pnas.org/content/106/18/7501.short||2009||230||13||8402564077940002632||None||http://scholar.google.com/scholar?cites=8402564077940002632&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=8402564077940002632&hl=en&as_sdt=0,5||None||Abstract Bipolar disorder (BP) is a disabling and often life-threatening disorder that affects≈ 1% of the population worldwide. To identify genetic variants that increase the risk of BP, we genotyped on the Illumina HumanHap550 Beadchip 2,076 bipolar cases and 1,676 controls of European ancestry from the National Institute of Mental Health Human Genetics Initiative Repository, and the Prechter Repository and samples collected in London, Toronto, and  ...||LJ Scott, P Muglia, XQ Kong, W Guan… - Proceedings of the  …

